areaType,areaName,areaCode,date,newPeopleVaccinatedSecondDoseByPublishDate,cumPeopleVaccinatedSecondDoseByPublishDate
nation,England,E92000001,2022-02-05,25454,40755204
nation,England,E92000001,2022-02-04,26493,40729750
nation,England,E92000001,2022-02-03,24026,40703257
nation,England,E92000001,2022-02-02,25034,40679231
nation,England,E92000001,2022-02-01,24192,40654197
nation,England,E92000001,2022-01-31,20875,40630005
nation,England,E92000001,2022-01-30,22711,40609130
nation,England,E92000001,2022-01-29,34382,40586419
nation,England,E92000001,2022-01-28,30250,40552037
nation,England,E92000001,2022-01-27,26326,40521787
nation,England,E92000001,2022-01-26,27307,40495461
nation,England,E92000001,2022-01-25,24300,40468154
nation,England,E92000001,2022-01-24,24288,40443854
nation,England,E92000001,2022-01-23,24326,40419566
nation,England,E92000001,2022-01-22,38632,40395240
nation,England,E92000001,2022-01-21,29798,40356608
nation,England,E92000001,2022-01-20,27069,40326810
nation,England,E92000001,2022-01-19,25720,40299741
nation,England,E92000001,2022-01-18,25145,40274021
nation,England,E92000001,2022-01-17,21951,40248876
nation,England,E92000001,2022-01-16,24095,40226925
nation,England,E92000001,2022-01-15,39142,40202830
nation,England,E92000001,2022-01-14,25243,40163688
nation,England,E92000001,2022-01-13,26550,40138445
nation,England,E92000001,2022-01-12,25076,40111895
nation,England,E92000001,2022-01-11,23179,40086819
nation,England,E92000001,2022-01-10,21442,40063640
nation,England,E92000001,2022-01-09,25539,40042198
nation,England,E92000001,2022-01-08,41351,40016659
nation,England,E92000001,2022-01-07,27800,39975308
nation,England,E92000001,2022-01-06,26799,39947508
nation,England,E92000001,2022-01-05,29779,39920709
nation,England,E92000001,2022-01-04,33056,39890930
nation,England,E92000001,2022-01-03,22166,39857874
nation,England,E92000001,2022-01-02,15604,39835708
nation,England,E92000001,2022-01-01,2684,39820104
nation,England,E92000001,2021-12-31,19266,39817420
nation,England,E92000001,2021-12-30,39755,39798154
nation,England,E92000001,2021-12-29,39346,39758399
nation,England,E92000001,2021-12-28,26626,39719053
nation,England,E92000001,2021-12-27,18686,39692427
nation,England,E92000001,2021-12-26,1991,39673741
nation,England,E92000001,2021-12-25,916,39671750
nation,England,E92000001,2021-12-24,13540,39670834
nation,England,E92000001,2021-12-23,39323,39657294
nation,England,E92000001,2021-12-22,47314,39617971
nation,England,E92000001,2021-12-21,48491,39570657
nation,England,E92000001,2021-12-20,44655,39522166
nation,England,E92000001,2021-12-19,36136,39477511
nation,England,E92000001,2021-12-18,41112,39441375
nation,England,E92000001,2021-12-17,37693,39400263
nation,England,E92000001,2021-12-16,37626,39362570
nation,England,E92000001,2021-12-15,33399,39324944
nation,England,E92000001,2021-12-14,33130,39291545
nation,England,E92000001,2021-12-13,25394,39258415
nation,England,E92000001,2021-12-12,24900,39233021
nation,England,E92000001,2021-12-11,34061,39208121
nation,England,E92000001,2021-12-10,28294,39174060
nation,England,E92000001,2021-12-09,29840,39145766
nation,England,E92000001,2021-12-08,25110,39115926
nation,England,E92000001,2021-12-07,23206,39090816
nation,England,E92000001,2021-12-06,21622,39067610
nation,England,E92000001,2021-12-05,20872,39045988
nation,England,E92000001,2021-12-04,34276,39025116
nation,England,E92000001,2021-12-03,26469,38990840
nation,England,E92000001,2021-12-02,26919,38964371
nation,England,E92000001,2021-12-01,28070,38937452
nation,England,E92000001,2021-11-30,27933,38909382
nation,England,E92000001,2021-11-29,22601,38881449
nation,England,E92000001,2021-11-28,22482,38858848
nation,England,E92000001,2021-11-27,30616,38836366
nation,England,E92000001,2021-11-26,21923,38805750
nation,England,E92000001,2021-11-25,19615,38783827
nation,England,E92000001,2021-11-24,20048,38764212
nation,England,E92000001,2021-11-23,18562,38744164
nation,England,E92000001,2021-11-22,15567,38725602
nation,England,E92000001,2021-11-21,11240,38710035
nation,England,E92000001,2021-11-20,21592,38698795
nation,England,E92000001,2021-11-19,18723,38677203
nation,England,E92000001,2021-11-18,17429,38658480
nation,England,E92000001,2021-11-17,18511,38641051
nation,England,E92000001,2021-11-16,16897,38622540
nation,England,E92000001,2021-11-15,15525,38605643
nation,England,E92000001,2021-11-14,11959,38590118
nation,England,E92000001,2021-11-13,22806,38578159
nation,England,E92000001,2021-11-12,19229,38555353
nation,England,E92000001,2021-11-11,19560,38536124
nation,England,E92000001,2021-11-10,43996,38516564
nation,England,E92000001,2021-11-09,18208,38472568
nation,England,E92000001,2021-11-08,17398,38454360
nation,England,E92000001,2021-11-07,11202,38436962
nation,England,E92000001,2021-11-06,22869,38425760
nation,England,E92000001,2021-11-05,19037,38402891
nation,England,E92000001,2021-11-04,17167,38383854
nation,England,E92000001,2021-11-03,17374,38366687
nation,England,E92000001,2021-11-02,17807,38349313
nation,England,E92000001,2021-11-01,15751,38331506
nation,England,E92000001,2021-10-31,11464,38315755
nation,England,E92000001,2021-10-30,22479,38304291
nation,England,E92000001,2021-10-29,19175,38281812
nation,England,E92000001,2021-10-28,19586,38262637
nation,England,E92000001,2021-10-27,18740,38243051
nation,England,E92000001,2021-10-26,19499,38224311
nation,England,E92000001,2021-10-25,18251,38204812
nation,England,E92000001,2021-10-24,14138,38186561
nation,England,E92000001,2021-10-23,27527,38172423
nation,England,E92000001,2021-10-22,22423,38144896
nation,England,E92000001,2021-10-21,22027,38122473
nation,England,E92000001,2021-10-20,21701,38100446
nation,England,E92000001,2021-10-19,21141,38078745
nation,England,E92000001,2021-10-18,20668,38057604
nation,England,E92000001,2021-10-17,14545,38036936
nation,England,E92000001,2021-10-16,30440,38022391
nation,England,E92000001,2021-10-15,25380,37991951
nation,England,E92000001,2021-10-14,23489,37966571
nation,England,E92000001,2021-10-13,24828,37943082
nation,England,E92000001,2021-10-12,22447,37918254
nation,England,E92000001,2021-10-11,20350,37895807
nation,England,E92000001,2021-10-10,15643,37875457
nation,England,E92000001,2021-10-09,29751,37859814
nation,England,E92000001,2021-10-08,25006,37830063
nation,England,E92000001,2021-10-07,24208,37805057
nation,England,E92000001,2021-10-06,24135,37780849
nation,England,E92000001,2021-10-05,24253,37756714
nation,England,E92000001,2021-10-04,24746,37732461
nation,England,E92000001,2021-10-03,17502,37707715
nation,England,E92000001,2021-10-02,30849,37690213
nation,England,E92000001,2021-10-01,29993,37659364
nation,England,E92000001,2021-09-30,30318,37629371
nation,England,E92000001,2021-09-29,29907,37599053
nation,England,E92000001,2021-09-28,29670,37569146
nation,England,E92000001,2021-09-27,28590,37539476
nation,England,E92000001,2021-09-26,21476,37510886
nation,England,E92000001,2021-09-25,43049,37489410
nation,England,E92000001,2021-09-24,39567,37446361
nation,England,E92000001,2021-09-23,41728,37406794
nation,England,E92000001,2021-09-22,39676,37365066
nation,England,E92000001,2021-09-21,39248,37325390
nation,England,E92000001,2021-09-20,41438,37286142
nation,England,E92000001,2021-09-19,30458,37244704
nation,England,E92000001,2021-09-18,66134,37214246
nation,England,E92000001,2021-09-17,55257,37148112
nation,England,E92000001,2021-09-16,58941,37092855
nation,England,E92000001,2021-09-15,57096,37033914
nation,England,E92000001,2021-09-14,56521,36976818
nation,England,E92000001,2021-09-13,54807,36920297
nation,England,E92000001,2021-09-12,42902,36865490
nation,England,E92000001,2021-09-11,86068,36822588
nation,England,E92000001,2021-09-10,78763,36736520
nation,England,E92000001,2021-09-09,86592,36657757
nation,England,E92000001,2021-09-08,75548,36571165
nation,England,E92000001,2021-09-07,73004,36495617
nation,England,E92000001,2021-09-06,69758,36422613
nation,England,E92000001,2021-09-05,59265,36352855
nation,England,E92000001,2021-09-04,116327,36293590
nation,England,E92000001,2021-09-03,98122,36177263
nation,England,E92000001,2021-09-02,103997,36079141
nation,England,E92000001,2021-09-01,102086,35975144
nation,England,E92000001,2021-08-31,105003,35873058
nation,England,E92000001,2021-08-30,52137,35768055
nation,England,E92000001,2021-08-29,64710,35715918
nation,England,E92000001,2021-08-28,116583,35651208
nation,England,E92000001,2021-08-27,115249,35534625
nation,England,E92000001,2021-08-26,127267,35419376
nation,England,E92000001,2021-08-25,142307,35292109
nation,England,E92000001,2021-08-24,109221,35149802
nation,England,E92000001,2021-08-23,113005,35040581
nation,England,E92000001,2021-08-22,96246,34927576
nation,England,E92000001,2021-08-21,174038,34831330
nation,England,E92000001,2021-08-20,145473,34657292
nation,England,E92000001,2021-08-19,153886,34511819
nation,England,E92000001,2021-08-18,147569,34357933
nation,England,E92000001,2021-08-17,120908,34210364
nation,England,E92000001,2021-08-16,117998,34089456
nation,England,E92000001,2021-08-15,101881,33971458
nation,England,E92000001,2021-08-14,173718,33869577
nation,England,E92000001,2021-08-13,143690,33695859
nation,England,E92000001,2021-08-12,165425,33552169
nation,England,E92000001,2021-08-11,145954,33386744
nation,England,E92000001,2021-08-10,123721,33240790
nation,England,E92000001,2021-08-09,112286,33117069
nation,England,E92000001,2021-08-08,94332,33004783
nation,England,E92000001,2021-08-07,184869,32910451
nation,England,E92000001,2021-08-06,137172,32725582
nation,England,E92000001,2021-08-05,143423,32588410
nation,England,E92000001,2021-08-04,131581,32444987
nation,England,E92000001,2021-08-03,108604,32313406
nation,England,E92000001,2021-08-02,94425,32204802
nation,England,E92000001,2021-08-01,92416,32110377
nation,England,E92000001,2021-07-31,182825,32017961
nation,England,E92000001,2021-07-30,142715,31835136
nation,England,E92000001,2021-07-29,145472,31692421
nation,England,E92000001,2021-07-28,131048,31546949
nation,England,E92000001,2021-07-27,118328,31415901
nation,England,E92000001,2021-07-26,115924,31297573
nation,England,E92000001,2021-07-25,94435,31181649
nation,England,E92000001,2021-07-24,177885,31087214
nation,England,E92000001,2021-07-23,154761,30909329
nation,England,E92000001,2021-07-22,156245,30754568
nation,England,E92000001,2021-07-21,146281,30598323
nation,England,E92000001,2021-07-20,126163,30452042
nation,England,E92000001,2021-07-19,112544,30325879
nation,England,E92000001,2021-07-18,105472,30213335
nation,England,E92000001,2021-07-17,196422,30107863
nation,England,E92000001,2021-07-16,163936,29911441
nation,England,E92000001,2021-07-15,167152,29747505
nation,England,E92000001,2021-07-14,151335,29580353
nation,England,E92000001,2021-07-13,124905,29429018
nation,England,E92000001,2021-07-12,99817,29304113
nation,England,E92000001,2021-07-11,80755,29204296
nation,England,E92000001,2021-07-10,174745,29123541
nation,England,E92000001,2021-07-09,143603,28948796
nation,England,E92000001,2021-07-08,135457,28805193
nation,England,E92000001,2021-07-07,128226,28669736
nation,England,E92000001,2021-07-06,109148,28541510
nation,England,E92000001,2021-07-05,107977,28432362
nation,England,E92000001,2021-07-04,85748,28324385
nation,England,E92000001,2021-07-03,165665,28238637
nation,England,E92000001,2021-07-02,142275,28072972
nation,England,E92000001,2021-07-01,154177,27930697
nation,England,E92000001,2021-06-30,138993,27776520
nation,England,E92000001,2021-06-29,115484,27637527
nation,England,E92000001,2021-06-28,107318,27522043
nation,England,E92000001,2021-06-27,97993,27414725
nation,England,E92000001,2021-06-26,172324,27316732
nation,England,E92000001,2021-06-25,133375,27144408
nation,England,E92000001,2021-06-24,136679,27011033
nation,England,E92000001,2021-06-23,128688,26874354
nation,England,E92000001,2021-06-22,210730,26745666
nation,England,E92000001,2021-06-21,0,26534936
nation,England,E92000001,2021-06-20,78594,26534936
nation,England,E92000001,2021-06-19,195646,26456342
nation,England,E92000001,2021-06-18,162030,26260696
nation,England,E92000001,2021-06-17,176158,26098666
nation,England,E92000001,2021-06-16,180627,25922508
nation,England,E92000001,2021-06-15,175703,25741881
nation,England,E92000001,2021-06-14,174262,25566178
nation,England,E92000001,2021-06-13,153449,25391916
nation,England,E92000001,2021-06-12,276813,25238467
nation,England,E92000001,2021-06-11,251641,24961654
nation,England,E92000001,2021-06-10,248650,24710013
nation,England,E92000001,2021-06-09,253913,24461363
nation,England,E92000001,2021-06-08,252697,24207450
nation,England,E92000001,2021-06-07,244107,23954753
nation,England,E92000001,2021-06-06,217491,23710646
nation,England,E92000001,2021-06-05,415644,23493155
nation,England,E92000001,2021-06-04,321602,23077511
nation,England,E92000001,2021-06-03,313526,22755909
nation,England,E92000001,2021-06-02,288963,22442383
nation,England,E92000001,2021-06-01,279285,22153420
nation,England,E92000001,2021-05-31,154674,21874135
nation,England,E92000001,2021-05-30,179424,21719461
nation,England,E92000001,2021-05-29,381816,21540037
nation,England,E92000001,2021-05-28,380855,21158221
nation,England,E92000001,2021-05-27,374042,20777366
nation,England,E92000001,2021-05-26,368554,20403324
nation,England,E92000001,2021-05-25,327467,20034770
nation,England,E92000001,2021-05-24,279672,19707303
nation,England,E92000001,2021-05-23,220062,19427631
nation,England,E92000001,2021-05-22,508013,19207569
nation,England,E92000001,2021-05-21,371460,18699556
nation,England,E92000001,2021-05-20,367142,18328096
nation,England,E92000001,2021-05-19,309020,17960954
nation,England,E92000001,2021-05-18,269283,17651934
nation,England,E92000001,2021-05-17,210442,17382651
nation,England,E92000001,2021-05-16,157687,17172209
nation,England,E92000001,2021-05-15,353764,17014522
nation,England,E92000001,2021-05-14,346425,16660758
nation,England,E92000001,2021-05-13,378650,16314333
nation,England,E92000001,2021-05-12,402524,15935683
nation,England,E92000001,2021-05-11,308915,15533159
nation,England,E92000001,2021-05-10,192723,15224244
nation,England,E92000001,2021-05-09,160313,15031521
nation,England,E92000001,2021-05-08,404510,14871208
nation,England,E92000001,2021-05-07,414731,14466698
nation,England,E92000001,2021-05-06,419232,14051967
nation,England,E92000001,2021-05-05,348553,13632735
nation,England,E92000001,2021-05-04,211639,13284182
nation,England,E92000001,2021-05-03,99785,13072543
nation,England,E92000001,2021-05-02,137400,12972758
nation,England,E92000001,2021-05-01,329170,12835358
nation,England,E92000001,2021-04-30,361758,12506188
nation,England,E92000001,2021-04-29,395043,12144430
nation,England,E92000001,2021-04-28,394152,11749387
nation,England,E92000001,2021-04-27,313616,11355235
nation,England,E92000001,2021-04-26,249768,11041619
nation,England,E92000001,2021-04-25,227159,10791851
nation,England,E92000001,2021-04-24,478008,10564692
nation,England,E92000001,2021-04-23,394144,10086684
nation,England,E92000001,2021-04-22,345675,9692540
nation,England,E92000001,2021-04-21,339773,9346865
nation,England,E92000001,2021-04-20,272929,9007092
nation,England,E92000001,2021-04-19,215665,8734163
nation,England,E92000001,2021-04-18,195871,8518498
nation,England,E92000001,2021-04-17,458880,8322627
nation,England,E92000001,2021-04-16,446025,7863747
nation,England,E92000001,2021-04-15,363002,7417722
nation,England,E92000001,2021-04-14,292383,7054720
nation,England,E92000001,2021-04-13,257732,6762337
nation,England,E92000001,2021-04-12,166273,6504605
nation,England,E92000001,2021-04-11,160454,6338332
nation,England,E92000001,2021-04-10,437442,6177878
nation,England,E92000001,2021-04-09,404206,5740436
nation,England,E92000001,2021-04-08,403212,5336230
nation,England,E92000001,2021-04-07,372241,4933018
nation,England,E92000001,2021-04-06,162466,4560777
nation,England,E92000001,2021-04-05,54060,4398311
nation,England,E92000001,2021-04-04,39491,4344251
nation,England,E92000001,2021-04-03,157903,4304760
nation,England,E92000001,2021-04-02,215754,4146857
nation,England,E92000001,2021-04-01,411998,3931103
nation,England,E92000001,2021-03-31,341748,3519105
nation,England,E92000001,2021-03-30,233828,3177357
nation,England,E92000001,2021-03-29,137405,2943529
nation,England,E92000001,2021-03-28,127078,2806124
nation,England,E92000001,2021-03-27,201335,2679046
nation,England,E92000001,2021-03-26,250962,2477711
nation,England,E92000001,2021-03-25,198206,2226749
nation,England,E92000001,2021-03-24,208013,2028543
nation,England,E92000001,2021-03-23,134547,1820530
nation,England,E92000001,2021-03-22,64436,1685983
nation,England,E92000001,2021-03-21,30418,1621547
nation,England,E92000001,2021-03-20,70449,1591129
nation,England,E92000001,2021-03-19,100730,1520680
nation,England,E92000001,2021-03-18,104609,1419950
nation,England,E92000001,2021-03-17,90906,1315341
nation,England,E92000001,2021-03-16,62909,1224435
nation,England,E92000001,2021-03-15,32082,1161526
nation,England,E92000001,2021-03-14,14378,1129444
nation,England,E92000001,2021-03-13,38640,1115066
nation,England,E92000001,2021-03-12,67514,1076426
nation,England,E92000001,2021-03-11,69680,1008912
nation,England,E92000001,2021-03-10,70960,939232
nation,England,E92000001,2021-03-09,47151,868272
nation,England,E92000001,2021-03-08,23800,821121
nation,England,E92000001,2021-03-07,9133,797321
nation,England,E92000001,2021-03-06,21688,788188
nation,England,E92000001,2021-03-05,37235,766500
nation,England,E92000001,2021-03-04,45045,729265
nation,England,E92000001,2021-03-03,44001,684220
nation,England,E92000001,2021-03-02,27652,640219
nation,England,E92000001,2021-03-01,12632,612567
nation,England,E92000001,2021-02-28,9388,599935
nation,England,E92000001,2021-02-27,15584,590547
nation,England,E92000001,2021-02-26,16226,574963
nation,England,E92000001,2021-02-25,16168,558737
nation,England,E92000001,2021-02-24,14209,542569
nation,England,E92000001,2021-02-23,9581,528360
nation,England,E92000001,2021-02-22,5344,518779
nation,England,E92000001,2021-02-21,2346,513435
nation,England,E92000001,2021-02-20,2432,511089
nation,England,E92000001,2021-02-19,3895,508657
nation,England,E92000001,2021-02-18,4561,504762
nation,England,E92000001,2021-02-17,4497,500201
nation,England,E92000001,2021-02-16,3128,495704
nation,England,E92000001,2021-02-15,1854,492576
nation,England,E92000001,2021-02-14,837,490722
nation,England,E92000001,2021-02-13,2186,489885
nation,England,E92000001,2021-02-12,3733,487699
nation,England,E92000001,2021-02-11,4646,483966
nation,England,E92000001,2021-02-10,4092,479320
nation,England,E92000001,2021-02-09,2173,475228
nation,England,E92000001,2021-02-08,1419,473055
nation,England,E92000001,2021-02-07,312,471636
nation,England,E92000001,2021-02-06,601,471324
nation,England,E92000001,2021-02-05,1941,470723
nation,England,E92000001,2021-02-04,2611,468782
nation,England,E92000001,2021-02-03,2282,466171
nation,England,E92000001,2021-02-02,1386,463889
nation,England,E92000001,2021-02-01,1596,462503
nation,England,E92000001,2021-01-31,2757,460907
nation,England,E92000001,2021-01-30,10252,458150
nation,England,E92000001,2021-01-29,1526,447898
nation,England,E92000001,2021-01-28,1271,446372
nation,England,E92000001,2021-01-27,1090,445101
nation,England,E92000001,2021-01-26,1001,444011
nation,England,E92000001,2021-01-25,1326,443010
nation,England,E92000001,2021-01-24,610,441684
nation,England,E92000001,2021-01-23,774,441074
nation,England,E92000001,2021-01-22,1118,440300
nation,England,E92000001,2021-01-21,2334,439182
nation,England,E92000001,2021-01-20,2723,436848
nation,England,E92000001,2021-01-19,2989,434125
nation,England,E92000001,2021-01-18,3750,431136
nation,England,E92000001,2021-01-17,1284,427386
nation,England,E92000001,2021-01-16,1775,426102
nation,England,E92000001,2021-01-15,3817,424327
nation,England,E92000001,2021-01-14,4854,420510
nation,England,E92000001,2021-01-13,8362,415656
nation,England,E92000001,2021-01-12,13369,407294
nation,England,E92000001,2021-01-11,19312,393925
