areaType,areaName,areaCode,date,newPeopleVaccinatedSecondDoseByPublishDate,cumPeopleVaccinatedSecondDoseByPublishDate
nation,Scotland,S92000003,2021-02-19,4458,33473
nation,Scotland,S92000003,2021-02-18,4846,29015
nation,Scotland,S92000003,2021-02-17,3760,24169
nation,Scotland,S92000003,2021-02-16,3272,20409
nation,Scotland,S92000003,2021-02-15,2636,17137
nation,Scotland,S92000003,2021-02-14,220,14501
nation,Scotland,S92000003,2021-02-13,272,14281
nation,Scotland,S92000003,2021-02-12,443,14009
nation,Scotland,S92000003,2021-02-11,371,13566
nation,Scotland,S92000003,2021-02-10,329,13195
nation,Scotland,S92000003,2021-02-09,609,12866
nation,Scotland,S92000003,2021-02-08,1567,12257
nation,Scotland,S92000003,2021-02-07,108,10690
nation,Scotland,S92000003,2021-02-06,250,10582
nation,Scotland,S92000003,2021-02-05,803,10332
nation,Scotland,S92000003,2021-02-04,498,9529
nation,Scotland,S92000003,2021-02-03,273,9031
nation,Scotland,S92000003,2021-02-02,413,8758
nation,Scotland,S92000003,2021-02-01,496,8345
nation,Scotland,S92000003,2021-01-31,55,7849
nation,Scotland,S92000003,2021-01-30,156,7794
nation,Scotland,S92000003,2021-01-29,543,7638
nation,Scotland,S92000003,2021-01-28,312,7095
nation,Scotland,S92000003,2021-01-27,187,6783
nation,Scotland,S92000003,2021-01-26,536,6596
nation,Scotland,S92000003,2021-01-25,522,6060
nation,Scotland,S92000003,2021-01-24,155,5538
nation,Scotland,S92000003,2021-01-23,195,5383
nation,Scotland,S92000003,2021-01-22,499,5188
nation,Scotland,S92000003,2021-01-21,223,4689
nation,Scotland,S92000003,2021-01-20,296,4466
nation,Scotland,S92000003,2021-01-19,284,4170
nation,Scotland,S92000003,2021-01-18,188,3886
nation,Scotland,S92000003,2021-01-17,41,3698
nation,Scotland,S92000003,2021-01-16,145,3657
nation,Scotland,S92000003,2021-01-15,181,3512
nation,Scotland,S92000003,2021-01-14,141,3331
nation,Scotland,S92000003,2021-01-13,200,3190
nation,Scotland,S92000003,2021-01-12,133,2990
nation,Scotland,S92000003,2021-01-11,99,2857
nation,Scotland,S92000003,2021-01-10,,2758
nation,Wales,W92000004,2022-02-05,0,2370157
nation,Wales,W92000004,2022-02-04,0,2370157
nation,Wales,W92000004,2022-02-03,625,2370157
nation,Wales,W92000004,2022-02-02,529,2369532
nation,Wales,W92000004,2022-02-01,635,2369003
nation,Wales,W92000004,2022-01-31,842,2368368
nation,Wales,W92000004,2022-01-30,1946,2367526
nation,Wales,W92000004,2022-01-29,2852,2365580
nation,Wales,W92000004,2022-01-28,971,2362728
nation,Wales,W92000004,2022-01-27,715,2361757
nation,Wales,W92000004,2022-01-26,721,2361042
nation,Wales,W92000004,2022-01-25,984,2360321
nation,Wales,W92000004,2022-01-24,1186,2359337
nation,Wales,W92000004,2022-01-23,2659,2358151
nation,Wales,W92000004,2022-01-22,5292,2355492
nation,Wales,W92000004,2022-01-21,722,2350200
nation,Wales,W92000004,2022-01-20,1506,2349478
nation,Wales,W92000004,2022-01-19,1421,2347972
nation,Wales,W92000004,2022-01-18,1470,2346551
nation,Wales,W92000004,2022-01-17,1325,2345081
nation,Wales,W92000004,2022-01-16,2140,2343756
nation,Wales,W92000004,2022-01-15,5729,2341616
nation,Wales,W92000004,2022-01-14,1791,2335887
nation,Wales,W92000004,2022-01-13,1760,2334096
nation,Wales,W92000004,2022-01-12,1972,2332336
nation,Wales,W92000004,2022-01-11,2069,2330364
nation,Wales,W92000004,2022-01-10,1905,2328295
nation,Wales,W92000004,2022-01-09,2226,2326390
nation,Wales,W92000004,2022-01-08,6247,2324164
nation,Wales,W92000004,2022-01-07,3172,2317917
nation,Wales,W92000004,2022-01-06,3461,2314745
nation,Wales,W92000004,2022-01-05,3327,2311284
nation,Wales,W92000004,2022-01-04,3165,2307957
nation,Wales,W92000004,2022-01-03,938,2304792
nation,Wales,W92000004,2022-01-02,592,2303854
nation,Wales,W92000004,2022-01-01,4,2303262
nation,Wales,W92000004,2021-12-31,976,2303258
nation,Wales,W92000004,2021-12-30,970,2302282
nation,Wales,W92000004,2021-12-29,1258,2301312
nation,Wales,W92000004,2021-12-28,812,2300054
nation,Wales,W92000004,2021-12-27,2595,2299242
nation,Wales,W92000004,2021-12-26,0,2296647
nation,Wales,W92000004,2021-12-25,0,2296647
nation,Wales,W92000004,2021-12-24,405,2296647
nation,Wales,W92000004,2021-12-23,1541,2296242
nation,Wales,W92000004,2021-12-22,1771,2294701
nation,Wales,W92000004,2021-12-21,1585,2292930
nation,Wales,W92000004,2021-12-20,1610,2291345
nation,Wales,W92000004,2021-12-19,1395,2289735
nation,Wales,W92000004,2021-12-18,1299,2288340
nation,Wales,W92000004,2021-12-17,1065,2287041
nation,Wales,W92000004,2021-12-16,1191,2285976
nation,Wales,W92000004,2021-12-15,1414,2284785
nation,Wales,W92000004,2021-12-14,951,2283371
nation,Wales,W92000004,2021-12-13,1259,2282420
nation,Wales,W92000004,2021-12-12,1795,2281161
nation,Wales,W92000004,2021-12-11,2111,2279366
nation,Wales,W92000004,2021-12-10,827,2277255
nation,Wales,W92000004,2021-12-09,994,2276428
nation,Wales,W92000004,2021-12-08,1237,2275434
nation,Wales,W92000004,2021-12-07,1041,2274197
nation,Wales,W92000004,2021-12-06,817,2273156
nation,Wales,W92000004,2021-12-05,1560,2272339
nation,Wales,W92000004,2021-12-04,2079,2270779
nation,Wales,W92000004,2021-12-03,866,2268700
nation,Wales,W92000004,2021-12-02,840,2267834
nation,Wales,W92000004,2021-12-01,1218,2266994
nation,Wales,W92000004,2021-11-30,1302,2265776
nation,Wales,W92000004,2021-11-29,934,2264474
nation,Wales,W92000004,2021-11-28,1175,2263540
nation,Wales,W92000004,2021-11-27,1187,2262365
nation,Wales,W92000004,2021-11-26,516,2261178
nation,Wales,W92000004,2021-11-25,624,2260662
nation,Wales,W92000004,2021-11-24,863,2260038
nation,Wales,W92000004,2021-11-23,866,2259175
nation,Wales,W92000004,2021-11-22,620,2258309
nation,Wales,W92000004,2021-11-21,733,2257689
nation,Wales,W92000004,2021-11-20,812,2256956
nation,Wales,W92000004,2021-11-19,683,2256144
nation,Wales,W92000004,2021-11-18,679,2255461
nation,Wales,W92000004,2021-11-17,598,2254782
nation,Wales,W92000004,2021-11-16,689,2254184
nation,Wales,W92000004,2021-11-15,361,2253495
nation,Wales,W92000004,2021-11-14,410,2253134
nation,Wales,W92000004,2021-11-13,657,2252724
nation,Wales,W92000004,2021-11-12,741,2252067
nation,Wales,W92000004,2021-11-11,671,2251326
nation,Wales,W92000004,2021-11-10,721,2250655
nation,Wales,W92000004,2021-11-09,634,2249934
nation,Wales,W92000004,2021-11-08,514,2249300
nation,Wales,W92000004,2021-11-07,514,2248786
nation,Wales,W92000004,2021-11-06,548,2248272
nation,Wales,W92000004,2021-11-05,728,2247724
nation,Wales,W92000004,2021-11-04,655,2246996
nation,Wales,W92000004,2021-11-03,762,2246341
nation,Wales,W92000004,2021-11-02,693,2245579
nation,Wales,W92000004,2021-11-01,610,2244886
nation,Wales,W92000004,2021-10-31,362,2244276
nation,Wales,W92000004,2021-10-30,493,2243914
nation,Wales,W92000004,2021-10-29,553,2243421
nation,Wales,W92000004,2021-10-28,531,2242868
nation,Wales,W92000004,2021-10-27,700,2242337
nation,Wales,W92000004,2021-10-26,677,2241637
nation,Wales,W92000004,2021-10-25,528,2240960
nation,Wales,W92000004,2021-10-24,322,2240432
nation,Wales,W92000004,2021-10-23,439,2240110
nation,Wales,W92000004,2021-10-22,717,2239671
nation,Wales,W92000004,2021-10-21,696,2238954
nation,Wales,W92000004,2021-10-20,1059,2238258
nation,Wales,W92000004,2021-10-19,807,2237199
nation,Wales,W92000004,2021-10-18,669,2236392
nation,Wales,W92000004,2021-10-17,276,2235723
nation,Wales,W92000004,2021-10-16,500,2235447
nation,Wales,W92000004,2021-10-15,1174,2234947
nation,Wales,W92000004,2021-10-14,806,2233773
nation,Wales,W92000004,2021-10-13,1163,2232967
nation,Wales,W92000004,2021-10-12,1130,2231804
nation,Wales,W92000004,2021-10-11,718,2230674
nation,Wales,W92000004,2021-10-10,448,2229956
nation,Wales,W92000004,2021-10-09,722,2229508
nation,Wales,W92000004,2021-10-08,664,2228786
nation,Wales,W92000004,2021-10-07,600,2228122
nation,Wales,W92000004,2021-10-06,814,2227522
nation,Wales,W92000004,2021-10-05,568,2226708
nation,Wales,W92000004,2021-10-04,615,2226140
nation,Wales,W92000004,2021-10-03,864,2225525
nation,Wales,W92000004,2021-10-02,465,2224661
nation,Wales,W92000004,2021-10-01,651,2224196
nation,Wales,W92000004,2021-09-30,715,2223545
nation,Wales,W92000004,2021-09-29,628,2222830
nation,Wales,W92000004,2021-09-28,590,2222202
nation,Wales,W92000004,2021-09-27,850,2221612
nation,Wales,W92000004,2021-09-26,688,2220762
nation,Wales,W92000004,2021-09-25,601,2220074
nation,Wales,W92000004,2021-09-24,958,2219473
nation,Wales,W92000004,2021-09-23,559,2218515
nation,Wales,W92000004,2021-09-22,1044,2217956
nation,Wales,W92000004,2021-09-21,1144,2216912
nation,Wales,W92000004,2021-09-20,1549,2215768
nation,Wales,W92000004,2021-09-19,436,2214219
nation,Wales,W92000004,2021-09-18,1396,2213783
nation,Wales,W92000004,2021-09-17,1352,2212387
nation,Wales,W92000004,2021-09-16,1250,2211035
nation,Wales,W92000004,2021-09-15,1325,2209785
nation,Wales,W92000004,2021-09-14,6067,2208460
nation,Wales,W92000004,2021-09-13,1004,2202393
nation,Wales,W92000004,2021-09-12,829,2201389
nation,Wales,W92000004,2021-09-11,1624,2200560
nation,Wales,W92000004,2021-09-10,1979,2198936
nation,Wales,W92000004,2021-09-09,1540,2196957
nation,Wales,W92000004,2021-09-08,1342,2195417
nation,Wales,W92000004,2021-09-07,1734,2194075
nation,Wales,W92000004,2021-09-06,896,2192341
nation,Wales,W92000004,2021-09-05,1044,2191445
nation,Wales,W92000004,2021-09-04,1397,2190401
nation,Wales,W92000004,2021-09-03,2300,2189004
nation,Wales,W92000004,2021-09-02,3048,2186704
nation,Wales,W92000004,2021-09-01,1355,2183656
nation,Wales,W92000004,2021-08-31,1965,2182301
nation,Wales,W92000004,2021-08-30,114,2180336
nation,Wales,W92000004,2021-08-29,569,2180222
nation,Wales,W92000004,2021-08-28,1508,2179653
nation,Wales,W92000004,2021-08-27,3208,2178145
nation,Wales,W92000004,2021-08-26,3438,2174937
nation,Wales,W92000004,2021-08-25,2141,2171499
nation,Wales,W92000004,2021-08-24,2789,2169358
nation,Wales,W92000004,2021-08-23,1450,2166569
nation,Wales,W92000004,2021-08-22,2701,2165119
nation,Wales,W92000004,2021-08-21,2821,2162418
nation,Wales,W92000004,2021-08-20,2944,2159597
nation,Wales,W92000004,2021-08-19,3136,2156653
nation,Wales,W92000004,2021-08-18,3376,2153517
nation,Wales,W92000004,2021-08-17,3750,2150141
nation,Wales,W92000004,2021-08-16,2272,2146391
nation,Wales,W92000004,2021-08-15,3080,2144119
nation,Wales,W92000004,2021-08-14,4290,2141039
nation,Wales,W92000004,2021-08-13,4633,2136749
nation,Wales,W92000004,2021-08-12,4195,2132116
nation,Wales,W92000004,2021-08-11,4762,2127921
nation,Wales,W92000004,2021-08-10,4452,2123159
nation,Wales,W92000004,2021-08-09,3230,2118707
nation,Wales,W92000004,2021-08-08,4189,2115477
nation,Wales,W92000004,2021-08-07,6135,2111288
nation,Wales,W92000004,2021-08-06,5529,2105153
nation,Wales,W92000004,2021-08-05,7521,2099624
nation,Wales,W92000004,2021-08-04,8760,2092103
nation,Wales,W92000004,2021-08-03,9347,2083343
nation,Wales,W92000004,2021-08-02,7554,2073996
nation,Wales,W92000004,2021-08-01,4040,2066442
nation,Wales,W92000004,2021-07-31,7806,2062402
nation,Wales,W92000004,2021-07-30,6980,2054596
nation,Wales,W92000004,2021-07-29,10946,2047616
nation,Wales,W92000004,2021-07-28,12937,2036670
nation,Wales,W92000004,2021-07-27,10605,2023733
nation,Wales,W92000004,2021-07-26,10966,2013128
nation,Wales,W92000004,2021-07-25,8346,2002162
nation,Wales,W92000004,2021-07-24,8769,1993816
nation,Wales,W92000004,2021-07-23,11851,1985047
nation,Wales,W92000004,2021-07-22,13555,1973196
nation,Wales,W92000004,2021-07-21,13115,1959641
nation,Wales,W92000004,2021-07-20,12862,1946526
nation,Wales,W92000004,2021-07-19,8580,1933664
nation,Wales,W92000004,2021-07-18,6739,1925084
nation,Wales,W92000004,2021-07-17,12925,1918345
nation,Wales,W92000004,2021-07-16,13338,1905420
nation,Wales,W92000004,2021-07-15,15373,1892082
nation,Wales,W92000004,2021-07-14,15009,1876709
nation,Wales,W92000004,2021-07-13,15657,1861700
nation,Wales,W92000004,2021-07-12,13493,1846043
nation,Wales,W92000004,2021-07-11,7383,1832550
nation,Wales,W92000004,2021-07-10,14971,1825167
nation,Wales,W92000004,2021-07-09,11936,1810196
nation,Wales,W92000004,2021-07-08,15181,1798260
nation,Wales,W92000004,2021-07-07,18439,1783079
nation,Wales,W92000004,2021-07-06,18504,1764640
nation,Wales,W92000004,2021-07-05,15504,1746136
nation,Wales,W92000004,2021-07-04,6808,1730632
nation,Wales,W92000004,2021-07-03,11290,1723824
nation,Wales,W92000004,2021-07-02,16715,1712534
nation,Wales,W92000004,2021-07-01,18081,1695819
nation,Wales,W92000004,2021-06-30,17984,1677738
nation,Wales,W92000004,2021-06-29,16966,1659754
nation,Wales,W92000004,2021-06-28,15546,1642788
nation,Wales,W92000004,2021-06-27,8766,1627242
nation,Wales,W92000004,2021-06-26,10691,1618476
nation,Wales,W92000004,2021-06-25,16463,1607785
nation,Wales,W92000004,2021-06-24,19612,1591322
nation,Wales,W92000004,2021-06-23,18619,1571710
nation,Wales,W92000004,2021-06-22,18718,1553091
nation,Wales,W92000004,2021-06-21,16769,1534373
nation,Wales,W92000004,2021-06-20,8460,1517604
nation,Wales,W92000004,2021-06-19,18398,1509144
nation,Wales,W92000004,2021-06-18,16819,1490746
nation,Wales,W92000004,2021-06-17,19863,1473927
nation,Wales,W92000004,2021-06-16,21863,1454064
nation,Wales,W92000004,2021-06-15,21277,1432201
nation,Wales,W92000004,2021-06-14,26251,1410924
nation,Wales,W92000004,2021-06-13,6663,1384673
nation,Wales,W92000004,2021-06-12,19852,1378010
nation,Wales,W92000004,2021-06-11,21679,1358158
nation,Wales,W92000004,2021-06-10,22111,1336479
nation,Wales,W92000004,2021-06-09,22669,1314368
nation,Wales,W92000004,2021-06-08,21093,1291699
nation,Wales,W92000004,2021-06-07,21338,1270606
nation,Wales,W92000004,2021-06-06,12145,1249268
nation,Wales,W92000004,2021-06-05,28524,1237123
nation,Wales,W92000004,2021-06-04,27340,1208599
nation,Wales,W92000004,2021-06-03,23355,1181259
nation,Wales,W92000004,2021-06-02,19792,1157904
nation,Wales,W92000004,2021-06-01,19716,1138112
nation,Wales,W92000004,2021-05-31,4427,1118396
nation,Wales,W92000004,2021-05-30,2040,1113969
nation,Wales,W92000004,2021-05-29,9180,1111929
nation,Wales,W92000004,2021-05-28,21587,1102749
nation,Wales,W92000004,2021-05-27,22698,1081162
nation,Wales,W92000004,2021-05-26,20715,1058464
nation,Wales,W92000004,2021-05-25,18519,1037749
nation,Wales,W92000004,2021-05-24,15548,1019230
nation,Wales,W92000004,2021-05-23,2976,1003682
nation,Wales,W92000004,2021-05-22,16055,1000706
nation,Wales,W92000004,2021-05-21,14969,984651
nation,Wales,W92000004,2021-05-20,17214,969682
nation,Wales,W92000004,2021-05-19,13396,952468
nation,Wales,W92000004,2021-05-18,11857,939072
nation,Wales,W92000004,2021-05-17,9784,927215
nation,Wales,W92000004,2021-05-16,1757,917431
nation,Wales,W92000004,2021-05-15,9814,915674
nation,Wales,W92000004,2021-05-14,14291,905860
nation,Wales,W92000004,2021-05-13,13813,891569
nation,Wales,W92000004,2021-05-12,14287,877756
nation,Wales,W92000004,2021-05-11,9028,863469
nation,Wales,W92000004,2021-05-10,8261,854441
nation,Wales,W92000004,2021-05-09,4133,846180
nation,Wales,W92000004,2021-05-08,10898,842047
nation,Wales,W92000004,2021-05-07,16106,831149
nation,Wales,W92000004,2021-05-06,16118,815043
nation,Wales,W92000004,2021-05-05,15805,798925
nation,Wales,W92000004,2021-05-04,10593,783120
nation,Wales,W92000004,2021-05-03,1249,772527
nation,Wales,W92000004,2021-05-02,1559,771278
nation,Wales,W92000004,2021-05-01,4690,769719
nation,Wales,W92000004,2021-04-30,16329,765029
nation,Wales,W92000004,2021-04-29,16057,748700
nation,Wales,W92000004,2021-04-28,17218,732643
nation,Wales,W92000004,2021-04-27,14326,715425
nation,Wales,W92000004,2021-04-26,11565,701099
nation,Wales,W92000004,2021-04-25,2485,689534
nation,Wales,W92000004,2021-04-24,16636,687049
nation,Wales,W92000004,2021-04-23,16876,670413
nation,Wales,W92000004,2021-04-22,17882,653537
nation,Wales,W92000004,2021-04-21,13142,635655
nation,Wales,W92000004,2021-04-20,11631,622513
nation,Wales,W92000004,2021-04-19,8075,610882
nation,Wales,W92000004,2021-04-18,1349,602807
nation,Wales,W92000004,2021-04-17,12625,601458
nation,Wales,W92000004,2021-04-16,14243,588833
nation,Wales,W92000004,2021-04-15,14702,574590
nation,Wales,W92000004,2021-04-14,10695,559888
nation,Wales,W92000004,2021-04-13,11998,549193
nation,Wales,W92000004,2021-04-12,8996,537195
nation,Wales,W92000004,2021-04-11,3022,528199
nation,Wales,W92000004,2021-04-10,15699,525177
nation,Wales,W92000004,2021-04-09,11160,509478
nation,Wales,W92000004,2021-04-08,13579,498318
nation,Wales,W92000004,2021-04-07,9169,484739
nation,Wales,W92000004,2021-04-06,6319,475570
nation,Wales,W92000004,2021-04-05,1568,469251
nation,Wales,W92000004,2021-04-04,1565,467683
nation,Wales,W92000004,2021-04-03,2673,466118
nation,Wales,W92000004,2021-04-02,3668,463445
nation,Wales,W92000004,2021-04-01,10239,459777
nation,Wales,W92000004,2021-03-31,11601,449538
nation,Wales,W92000004,2021-03-30,13921,437937
nation,Wales,W92000004,2021-03-29,7154,424016
nation,Wales,W92000004,2021-03-28,4199,416862
nation,Wales,W92000004,2021-03-27,11920,412663
nation,Wales,W92000004,2021-03-26,11080,400743
nation,Wales,W92000004,2021-03-25,10868,389663
nation,Wales,W92000004,2021-03-24,11992,378795
nation,Wales,W92000004,2021-03-23,13456,366803
nation,Wales,W92000004,2021-03-22,7289,353347
nation,Wales,W92000004,2021-03-21,7099,346058
nation,Wales,W92000004,2021-03-20,9429,338959
nation,Wales,W92000004,2021-03-19,10554,329530
nation,Wales,W92000004,2021-03-18,14565,318976
nation,Wales,W92000004,2021-03-17,15226,304411
nation,Wales,W92000004,2021-03-16,16202,289185
nation,Wales,W92000004,2021-03-15,8728,272983
nation,Wales,W92000004,2021-03-14,6857,264255
nation,Wales,W92000004,2021-03-13,7372,257398
nation,Wales,W92000004,2021-03-12,12669,250026
nation,Wales,W92000004,2021-03-11,15455,237357
nation,Wales,W92000004,2021-03-10,15508,221902
nation,Wales,W92000004,2021-03-09,14364,206394
nation,Wales,W92000004,2021-03-08,8291,192030
nation,Wales,W92000004,2021-03-07,7685,183739
nation,Wales,W92000004,2021-03-06,7891,176054
nation,Wales,W92000004,2021-03-05,13344,168163
nation,Wales,W92000004,2021-03-04,15374,154819
nation,Wales,W92000004,2021-03-03,14664,139445
nation,Wales,W92000004,2021-03-02,13065,124781
nation,Wales,W92000004,2021-03-01,7897,111716
nation,Wales,W92000004,2021-02-28,7411,103819
nation,Wales,W92000004,2021-02-27,7355,96408
nation,Wales,W92000004,2021-02-26,8991,89053
nation,Wales,W92000004,2021-02-25,10211,80062
nation,Wales,W92000004,2021-02-24,10572,69851
nation,Wales,W92000004,2021-02-23,9550,59279
nation,Wales,W92000004,2021-02-22,6977,49729
nation,Wales,W92000004,2021-02-21,4979,42752
nation,Wales,W92000004,2021-02-20,5771,37773
nation,Wales,W92000004,2021-02-19,6569,32002
nation,Wales,W92000004,2021-02-18,6091,25433
nation,Wales,W92000004,2021-02-17,6354,19342
nation,Wales,W92000004,2021-02-16,5737,12988
nation,Wales,W92000004,2021-02-15,1849,7251
nation,Wales,W92000004,2021-02-14,829,5402
nation,Wales,W92000004,2021-02-13,349,4573
nation,Wales,W92000004,2021-02-12,214,4224
nation,Wales,W92000004,2021-02-11,215,4010
nation,Wales,W92000004,2021-02-10,108,3795
nation,Wales,W92000004,2021-02-09,196,3687
nation,Wales,W92000004,2021-02-08,699,3491
nation,Wales,W92000004,2021-02-07,186,2792
nation,Wales,W92000004,2021-02-06,135,2606
nation,Wales,W92000004,2021-02-05,836,2471
nation,Wales,W92000004,2021-02-04,419,1635
nation,Wales,W92000004,2021-02-03,56,1216
nation,Wales,W92000004,2021-02-02,94,1160
nation,Wales,W92000004,2021-02-01,225,1066
nation,Wales,W92000004,2021-01-31,55,841
nation,Wales,W92000004,2021-01-30,36,786
nation,Wales,W92000004,2021-01-29,33,750
nation,Wales,W92000004,2021-01-28,43,717
nation,Wales,W92000004,2021-01-27,35,674
nation,Wales,W92000004,2021-01-26,58,639
nation,Wales,W92000004,2021-01-25,38,581
nation,Wales,W92000004,2021-01-24,27,543
nation,Wales,W92000004,2021-01-23,47,516
nation,Wales,W92000004,2021-01-22,54,469
nation,Wales,W92000004,2021-01-21,19,415
nation,Wales,W92000004,2021-01-20,26,396
nation,Wales,W92000004,2021-01-19,105,370
nation,Wales,W92000004,2021-01-18,64,265
nation,Wales,W92000004,2021-01-17,72,201
nation,Wales,W92000004,2021-01-16,0,129
nation,Wales,W92000004,2021-01-15,0,129
nation,Wales,W92000004,2021-01-14,8,129
nation,Wales,W92000004,2021-01-13,13,121
nation,Wales,W92000004,2021-01-12,11,108
nation,Wales,W92000004,2021-01-11,18,97
nation,Wales,W92000004,2021-01-10,,79
